name,iso_code,latittude,longitude
"Bouna",CI-11,9.26994500000,-2.99469300000
"Boundiali",CI-12,9.52211000000,-6.48862300000
"Dabakala",CI-03,8.36110000000,-4.42400000000
"Dabou",CI-66,5.31354100000,-4.38353900000
"Daloa",CI-41,6.87775000000,-6.44720000000
"Danane",CI-14,7.26019800000,-8.15084200000
"Daoukro",CI-42,7.05910000000,-3.96310000000
"Dimbokro",CI-67,6.64582800000,-4.70660100000
"Divo",CI-16,5.84332500000,-5.36144000000
"Duekoue",CI-44,6.74260000000,-7.33720000000
"Ferkessedougou",CI-17,9.59407700000,-5.20225400000
"Gagnoa",CI-18,6.13746100000,-5.90811200000
"Grand-Bassam",CI-68,5.19635400000,-3.74569800000
"Grand-Lahou",CI-45,5.18285800000,-4.99906800000
"Guiglo",CI-69,6.55000000000,-7.48333300000
"Issia",CI-28,6.48010000000,-6.58660000000
"Jacqueville",CI-70,5.20000000000,-4.41666700000
"Katiola",CI-20,9.65000000000,-7.61666700000
"Korhogo",CI-21,9.44910200000,-5.64202400000
"Lakota",CI-29,5.85000000000,-5.68333300000
"Man",CI-47,7.40411900000,-7.55092900000
"Mankono",CI-30,8.45000000000,-6.86666700000
"Mbahiakro",CI-48,7.45570000000,-4.34690000000
"Odienne",CI-23,9.50956500000,-7.57429800000
"Oume",CI-31,6.37790000000,-5.42560000000
"Sakassou",CI-49,6.54257800000,-4.82700300000
"San Pedro",CI-50,4.74555500000,-6.66166700000
"Sassandra",CI-51,NULL,NULL
"Seguela",CI-25,7.96666700000,-6.66666700000
"Sinfra",CI-52,6.62075100000,-5.91470400000
"Soubre",CI-32,5.78100000000,-6.60320000000
"Tabou",CI-53,4.41730000000,-7.35930000000
"Tanda",CI-54,7.80180000000,-3.16780000000
"Tiassale",CI-55,5.93270000000,-4.98670000000
"Tiebissou",CI-71,7.71666700000,-4.66666700000
"Tingrela",CI-33,10.46960000000,-6.40840000000
"Touba",CI-26,9.72319400000,-7.39518500000
"Toulepleu",CI-72,6.57657500000,-8.42009100000
"Toumodi",CI-56,7.43333300000,-5.61666700000
"Vavoua",CI-57,7.37130000000,-6.48370000000
"Yamoussoukro",CI-73,6.84025000000,-5.32390000000
"Zuenoula",CI-34,7.43333300000,-6.05000000000
"Aisen del General Carlos Ibanez del Campo",CL-02,NULL,NULL
"Antofagasta",CL-03,NULL,NULL
"Araucania",CL-04,NULL,NULL
"Atacama",CL-05,NULL,NULL
"Bio-Bio",CL-06,NULL,NULL
"Coquimbo",CL-07,NULL,NULL
"Libertador General Bernardo O'Higgins",CL-08,NULL,NULL
"Los Lagos",CL-09,NULL,NULL
"Magallanes y de la Antartica Chilena",CL-10,NULL,NULL
"Maule",CL-11,NULL,NULL
"Region Metropolitana",CL-12,NULL,NULL
"Tarapaca",CL-13,NULL,NULL
"Valparaiso",CL-01,NULL,NULL
"Adamaoua",CM-10,NULL,NULL
"Centre",CM-11,NULL,NULL
"Est",CM-04,4.00833400000,14.11337000000
"Extreme-Nord",CM-12,NULL,NULL
"Littoral",CM-05,NULL,NULL
"Nord",CM-13,8.66666700000,13.91575300000
"Nord-Ouest",CM-07,NULL,NULL
"Ouest",CM-08,NULL,NULL
"Sud",CM-14,2.91666700000,11.61515500000
"Sud-Ouest",CM-09,NULL,NULL
"Anhui",CN-01,NULL,NULL
"Beijing",CN-22,NULL,NULL
"Chongqing",CN-33,NULL,NULL
"Fujian",CN-07,NULL,NULL
"Gansu",CN-15,NULL,NULL
"Guangdong",CN-30,22.87894900000,113.44745200000
"Guangxi",CN-16,NULL,NULL
"Guizhou",CN-18,NULL,NULL
"Hainan",CN-31,NULL,NULL
"Hebei",CN-10,39.34436900000,116.66245900000
"Heilongjiang",CN-08,NULL,NULL
"Henan",CN-09,NULL,NULL
"Hubei",CN-12,NULL,NULL
"Hunan",CN-11,NULL,NULL
"Jiangsu",CN-04,NULL,NULL
"Jiangxi",CN-03,NULL,NULL
"Jilin",CN-05,NULL,NULL
"Liaoning",CN-19,NULL,NULL
"Nei Mongol",CN-20,NULL,NULL
"Ningxia",CN-21,NULL,NULL
"Qinghai",CN-06,NULL,NULL
"Shaanxi",CN-26,NULL,NULL
"Shandong",CN-25,NULL,NULL
"Shanghai",CN-23,NULL,NULL
"Shanxi",CN-24,NULL,NULL
"Sichuan",CN-32,NULL,NULL
"Tianjin",CN-28,NULL,NULL
"Xinjiang",CN-13,NULL,NULL
"Xizang",CN-14,NULL,NULL
"Yunnan",CN-29,NULL,NULL
"Zhejiang",CN-02,NULL,NULL
"Amazonas",CO-01,-2.03509200000,-71.87917700000
"Antioquia",CO-02,NULL,NULL
"Arauca",CO-03,6.54052500000,-70.92947700000
"Atlantico",CO-04,NULL,NULL
"Bolivar",CO-35,8.89113000000,-74.78502700000
"Boyaca",CO-36,5.83475000000,-73.32869300000
"Caldas",CO-37,5.28265000000,-75.30185300000
"Caqueta",CO-08,1.10700000000,-73.89489700000
"Casanare",CO-32,NULL,NULL
"Cauca",CO-09,NULL,NULL
"Cesar",CO-10,NULL,NULL
"Choco",CO-11,6.33989200000,-76.95206100000
"Cordoba",CO-12,NULL,NULL
"Cundinamarca",CO-33,NULL,NULL
"Distrito Especial",CO-34,NULL,NULL
"Guainia",CO-15,NULL,NULL
"Guaviare",CO-14,1.75200000000,-71.82900200000
"Huila",CO-16,NULL,NULL
"La Guajira",CO-17,11.42225400000,-72.39850600000
"Magdalena",CO-38,10.15394100000,-74.27949900000
"Meta",CO-19,NULL,NULL
"Narino",CO-20,NULL,NULL
"Norte de Santander",CO-21,NULL,NULL
"Putumayo",CO-22,NULL,NULL
"Quindio",CO-23,NULL,NULL
"Risaralda",CO-24,NULL,NULL
"San Andres y Providencia",CO-25,12.93866800000,-81.53886000000
"Santander",CO-26,NULL,NULL
"Sucre",CO-27,NULL,NULL
"Tolima",CO-28,NULL,NULL
"Valle del Cauca",CO-29,NULL,NULL
"Vaupes",CO-30,0.38530000000,-70.57706400000
"Vichada",CO-31,4.50504400000,-69.25945600000
"Alajuela",CR-01,NULL,NULL
"Cartago",CR-02,NULL,NULL
"Guanacaste",CR-03,NULL,NULL
"Heredia",CR-04,NULL,NULL
"Limon",CR-06,NULL,NULL
"Puntarenas",CR-07,NULL,NULL
"San Jose",CR-08,NULL,NULL
"Camaguey",CU-05,NULL,NULL
"Ciego de Avila",CU-07,NULL,NULL
"Cienfuegos",CU-08,NULL,NULL
"Ciudad de la Habana",CU-02,NULL,NULL
"Granma",CU-09,NULL,NULL
"Guantanamo",CU-10,20.14303000000,-75.20900700000
"Holguin",CU-12,20.80833300000,-75.72327000000
"Isla de la Juventud",CU-04,21.66846500000,-82.87691100000
"La Habana",CU-11,NULL,NULL
"Las Tunas",CU-13,NULL,NULL
"Matanzas",CU-03,NULL,NULL
"Pinar del Rio",CU-01,NULL,NULL
"Sancti Spiritus",CU-14,21.95447300000,-79.51888600000
"Santiago de Cuba",CU-15,NULL,NULL
"Villa Clara",CU-16,NULL,NULL
"Boa Vista",CV-01,16.09608600000,-22.81722600000
"Brava",CV-02,14.85014400000,-24.71983200000
"Maio",CV-04,15.13626000000,-23.22175000000
"Mosteiros",CV-13,15.00000000000,-24.43333300000
"Paul",CV-05,NULL,NULL
"Praia",CV-14,14.92180000000,-23.50869500000
"Ribeira Grande",CV-07,NULL,NULL
"Sal",CV-08,16.71759700000,-22.93231100000
"Santa Catarina",CV-15,NULL,NULL
"Santa Cruz",CV-16,15.13333300000,-23.56666700000
"Sao Domingos",CV-17,NULL,NULL
"Sao Filipe",CV-18,14.95830400000,-23.53225500000
"Sao Miguel",CV-19,NULL,NULL
"Sao Nicolau",CV-10,NULL,NULL
"Sao Vicente",CV-11,NULL,NULL
"Tarrafal",CV-20,15.27320000000,-23.76123000000
"Famagusta",CY-01,NULL,NULL
"Kyrenia",CY-02,NULL,NULL
"Larnaca",CY-03,NULL,NULL
"Limassol",CY-05,NULL,NULL
"Nicosia",CY-04,NULL,NULL
"Paphos",CY-06,NULL,NULL
"Blansko",CZ-03,49.45069900000,16.60653800000
"Breclav",CZ-04,48.83898500000,16.75626900000
"Hlavni Mesto Praha",CZ-52,NULL,NULL
"Hradec Kralove",CZ-20,NULL,NULL
"Jablonec nad Nisou",CZ-21,NULL,NULL
"Jiein",CZ-23,NULL,NULL
"Jihlava",CZ-24,NULL,NULL
"Jihocesky Kraj",CZ-79,NULL,NULL
"Jihomoravsky Kraj",CZ-78,NULL,NULL
"Karlovarsky Kraj",CZ-81,NULL,NULL
"Kolin",CZ-30,NULL,NULL
"Kralovehradecky Kraj",CZ-82,NULL,NULL
"Liberec",CZ-33,NULL,NULL
"Liberecky Kraj",CZ-83,NULL,NULL
"Melnik",CZ-36,NULL,NULL
"Mlada Boleslav",CZ-37,NULL,NULL
"Moravskoslezsky Kraj",CZ-85,NULL,NULL
"Nachod",CZ-39,NULL,NULL
"Nymburk",CZ-41,NULL,NULL
"Olomoucky Kraj",CZ-84,NULL,NULL
"Pardubice",CZ-45,NULL,NULL
"Pardubicky Kraj",CZ-86,NULL,NULL
"Plzensky Kraj",CZ-87,NULL,NULL
"Semily",CZ-61,NULL,NULL
"Stredocesky Kraj",CZ-88,NULL,NULL
"Trutnov",CZ-70,NULL,NULL
"Ustecky Kraj",CZ-89,NULL,NULL
"Vysocina",CZ-80,NULL,NULL
"Zlinsky Kraj",CZ-90,NULL,NULL
Baden-Württemberg,DE-01,NULL,NULL
"Bayern",DE-02,NULL,NULL
"Berlin",DE-16,NULL,NULL
"Brandenburg",DE-11,NULL,NULL
"Bremen",DE-03,NULL,NULL
"Hamburg",DE-04,NULL,NULL
"Hessen",DE-05,NULL,NULL
"Mecklenburg-Vorpommern",DE-12,NULL,NULL
"Niedersachsen",DE-06,NULL,NULL
"Nordrhein-Westfalen",DE-07,NULL,NULL
"Rheinland-Pfalz",DE-08,NULL,NULL
"Saarland",DE-09,NULL,NULL
"Sachsen",DE-13,NULL,NULL
"Sachsen-Anhalt",DE-14,NULL,NULL
"Schleswig-Holstein",DE-10,NULL,NULL
"Thuringen",DE-15,NULL,NULL
"Dikhil",DJ-02,11.09962200000,42.34872100000
"Djibouti",DJ-03,11.58060000000,43.14250000000
"Obock",DJ-04,11.96420000000,43.27250000000
"Tadjoura",DJ-05,11.77660000000,42.82210000000
"Arhus",DK-01,NULL,NULL
"Bornholm",DK-02,NULL,NULL
"Frederiksborg",DK-03,NULL,NULL
"Fyn",DK-04,NULL,NULL
"Kobenhavn",DK-05,NULL,NULL
"Nordjylland",DK-07,NULL,NULL
"Ribe",DK-08,NULL,NULL
"Ringkobing",DK-09,NULL,NULL
"Roskilde",DK-10,NULL,NULL
"Sonderjylland",DK-11,NULL,NULL
"Staden Kobenhavn",DK-06,NULL,NULL
"Storstrom",DK-12,NULL,NULL
"Vejle",DK-13,NULL,NULL
"Vestsjalland",DK-14,NULL,NULL
"Viborg",DK-15,NULL,NULL
"Saint Andrew",DM-02,15.55710000000,-61.31409800000
"Saint David",DM-03,15.43333300000,-61.26666700000
"Saint George",DM-04,NULL,NULL
"Saint John",DM-05,15.56953000000,-61.45513200000
"Saint Joseph",DM-06,15.43333300000,-61.45000000000
"Saint Luke",DM-07,NULL,NULL
"Saint Mark",DM-08,NULL,NULL
"Saint Patrick",DM-09,15.28493500000,-61.28604100000
"Saint Paul",DM-10,NULL,NULL
"Saint Peter",DM-11,NULL,NULL
"Azua",DO-01,18.62485800000,-70.76349500000
"Baoruco",DO-02,18.49406100000,-71.31186400000
"Barahona",DO-03,NULL,NULL
"Dajabon",DO-04,19.44998000000,-71.62804300000
"Distrito Nacional",DO-05,NULL,NULL
"Duarte",DO-06,19.26083400000,-70.00056000000
"El Seibo",DO-28,NULL,NULL
"Elias Pina",DO-11,18.87628000000,-71.70654300000
"Espaillat",DO-08,NULL,NULL
"Hato Mayor",DO-29,NULL,NULL
"Independencia",DO-09,18.43203700000,-71.60544600000
"La Altagracia",DO-10,18.53639200000,-68.61709600000
"La Romana",DO-12,NULL,NULL
"La Vega",DO-30,NULL,NULL
"Maria Trinidad Sanchez",DO-14,NULL,NULL
"Monsenor Nouel",DO-31,NULL,NULL
"Monte Cristi",DO-15,19.85060900000,-71.64529400000
"Monte Plata",DO-32,NULL,NULL
"Pedernales",DO-16,17.90563100000,-71.51482000000
"Peravia",DO-17,18.35054200000,-70.36838500000
"Puerto Plata",DO-18,NULL,NULL
"Salcedo",DO-19,NULL,NULL
"Samana",DO-20,NULL,NULL
"San Cristobal",DO-33,NULL,NULL
"San Juan",DO-23,NULL,NULL
"San Pedro De Macoris",DO-24,NULL,NULL
"Sanchez Ramirez",DO-21,NULL,NULL
"Santiago",DO-25,NULL,NULL
"Santiago Rodriguez",DO-26,19.39662500000,-71.31632800000
"Valverde",DO-27,NULL,NULL
"Adrar",DZ-34,NULL,NULL
"Ain Defla",DZ-35,36.06732200000,4.55530300000
"Ain Temouchent",DZ-36,35.28910000000,-1.14250000000
"Alger",DZ-01,NULL,NULL
"Annaba",DZ-37,36.89875000000,7.75635000000
"Batna",DZ-03,NULL,NULL
"Bechar",DZ-38,31.60875000000,-2.21680000000
"Bejaia",DZ-18,NULL,NULL
"Biskra",DZ-19,NULL,NULL
"Blida",DZ-20,NULL,NULL
"Bordj Bou Arreridj",DZ-39,36.05912000000,4.63031800000
"Bouira",DZ-21,NULL,NULL
"Boumerdes",DZ-40,36.72648400000,3.70985600000
"Chlef",DZ-41,NULL,NULL
"Constantine",DZ-04,NULL,NULL
"Djelfa",DZ-22,NULL,NULL
"El Bayadh",DZ-42,32.57227500000,0.95001100000
"El Oued",DZ-43,33.36830900000,6.86736900000
"El Tarf",DZ-44,36.66273500000,8.20349800000
"Ghardaia",DZ-45,32.49330000000,3.67541900000
"Guelma",DZ-23,36.46580000000,7.43390000000
"Illizi",DZ-46,26.56481000000,8.92268900000
"Jijel",DZ-24,NULL,NULL
"Khenchela",DZ-47,35.43525000000,7.14030000000
"Laghouat",DZ-25,NULL,NULL
"M'sila",DZ-27,35.70200000000,4.54710000000
"Mascara",DZ-26,NULL,NULL
"Medea",DZ-06,36.26287400000,2.76029600000
"Mila",DZ-48,36.21772900000,6.20007500000
"Mostaganem",DZ-07,NULL,NULL
"Naama",DZ-49,33.19956100000,-0.80000400000
"Oran",DZ-09,NULL,NULL
"Ouargla",DZ-50,NULL,NULL
"Oum el Bouaghi",DZ-29,35.79000100000,7.05584900000
"Relizane",DZ-51,NULL,NULL
"Saida",DZ-10,34.83057600000,0.15180000000
"Setif",DZ-12,36.18795000000,5.40910000000
"Sidi Bel Abbes",DZ-30,35.19992600000,-0.63524200000
"Skikda",DZ-31,NULL,NULL
"Souk Ahras",DZ-52,36.28376000000,7.95537900000
"Tamanghasset",DZ-53,NULL,NULL
"Tebessa",DZ-33,35.41021900000,8.12150000000
"Tiaret",DZ-13,NULL,NULL
"Tindouf",DZ-54,NULL,NULL
"Tipaza",DZ-55,NULL,NULL
"Tissemsilt",DZ-56,35.75276000000,1.86724000000
"Tizi Ouzou",DZ-14,NULL,NULL
"Tlemcen",DZ-15,NULL,NULL
"Azuay",EC-02,NULL,NULL
"Bolivar",EC-03,NULL,NULL
"Canar",EC-04,NULL,NULL
"Carchi",EC-05,NULL,NULL
"Chimborazo",EC-06,NULL,NULL
"Cotopaxi",EC-07,NULL,NULL
"El Oro",EC-08,NULL,NULL
"Esmeraldas",EC-09,NULL,NULL
"Galapagos",EC-01,NULL,NULL
"Guayas",EC-10,NULL,NULL
"Imbabura",EC-11,NULL,NULL
"Loja",EC-12,NULL,NULL
"Los Rios",EC-13,NULL,NULL
"Manabi",EC-14,NULL,NULL
"Morona-Santiago",EC-15,-2.51886400000,-77.85412200000
"Napo",EC-23,-0.75400900000,-76.79733600000
"Orellana",EC-24,-0.79478700000,-76.42654700000
"Pastaza",EC-17,NULL,NULL
"Pichincha",EC-18,NULL,NULL
"Sucumbios",EC-22,0.00139000000,-76.60435500000
"Tungurahua",EC-19,NULL,NULL
"Zamora-Chinchipe",EC-20,-4.16730600000,-78.88745800000
"Harjumaa",EE-01,NULL,NULL
"Hiiumaa",EE-02,NULL,NULL
"Ida-Virumaa",EE-03,NULL,NULL
"Jarvamaa",EE-04,NULL,NULL
"Jogevamaa",EE-05,NULL,NULL
"Kohtla-Jarve",EE-06,59.39871100000,27.25049800000
"Laane-Virumaa",EE-08,NULL,NULL
"Laanemaa",EE-07,NULL,NULL
"Narva",EE-09,59.37425100000,28.18229400000
"Parnu",EE-10,58.38601500000,24.49863700000
"Parnumaa",EE-11,NULL,NULL
"Polvamaa",EE-12,NULL,NULL
"Raplamaa",EE-13,NULL,NULL
"Saaremaa",EE-14,NULL,NULL
"Sillamae",EE-15,59.40075800000,27.74548600000
"Tallinn",EE-16,59.43923200000,24.75861900000
"Tartu",EE-17,58.37084600000,26.71476100000
"Tartumaa",EE-18,NULL,NULL
"Valgamaa",EE-19,NULL,NULL
"Viljandimaa",EE-20,NULL,NULL
"Vorumaa",EE-21,NULL,NULL
"Ad Daqahliyah",EG-01,NULL,NULL
"Al Bahr al Ahmar",EG-02,NULL,NULL
"Al Buhayrah",EG-03,NULL,NULL
"Al Fayyum",EG-04,NULL,NULL
"Al Gharbiyah",EG-05,NULL,NULL
"Al Iskandariyah",EG-06,NULL,NULL
"Al Isma'iliyah",EG-07,NULL,NULL
"Al Jizah",EG-08,NULL,NULL
"Al Minufiyah",EG-09,NULL,NULL
"Al Minya",EG-10,NULL,NULL
"Al Qahirah",EG-11,NULL,NULL
"Al Qalyubiyah",EG-12,NULL,NULL
"Al Wadi al Jadid",EG-13,25.78284500000,30.40171200000
"As Suways",EG-15,NULL,NULL
"Ash Sharqiyah",EG-14,NULL,NULL
"Aswan",EG-16,NULL,NULL
"Asyut",EG-17,NULL,NULL
"Bani Suwayf",EG-18,29.04820500000,30.62891900000
"Bur Sa'id",EG-19,NULL,NULL
"Dumyat",EG-20,NULL,NULL
"Janub Sina'",EG-26,28.72720400000,33.68816200000
"Kafr ash Shaykh",EG-21,NULL,NULL
"Matruh",EG-22,NULL,NULL
"Qina",EG-23,NULL,NULL
"Shamal Sina'",EG-27,30.38770000000,33.81554700000
"Suhaj",EG-24,NULL,NULL
"Andalucia",ES-51,NULL,NULL
"Aragon",ES-52,NULL,NULL
"Asturias",ES-34,NULL,NULL
"Canarias",ES-53,NULL,NULL
"Cantabria",ES-39,NULL,NULL
"Castilla y Leon",ES-55,NULL,NULL
"Castilla-La Mancha",ES-54,NULL,NULL
"Catalonia",ES-56,NULL,NULL
"Comunidad Valenciana",ES-60,NULL,NULL
"Extremadura",ES-57,NULL,NULL
"Galicia",ES-58,NULL,NULL
"Islas Baleares",ES-07,NULL,NULL
"La Rioja",ES-27,NULL,NULL
"Madrid",ES-29,NULL,NULL
"Murcia",ES-31,NULL,NULL
"Navarra",ES-32,NULL,NULL
"Pais Vasco",ES-59,NULL,NULL
"Addis Abeba",ET-10,NULL,NULL
"Adis Abeba",ET-44,9.02273600000,38.74679900000
"Afar",ET-14,NULL,NULL
"Amara",ET-46,8.80000000000,34.73333300000
"Amhara",ET-02,NULL,NULL
"Benishangul",ET-13,NULL,NULL
"Binshangul Gumuz",ET-47,NULL,NULL
"Dire Dawa",ET-48,9.58922900000,41.87019000000
"Gambela Hizboch",ET-49,NULL,NULL
"Gambella",ET-08,8.12833300000,34.56277800000
"Hareri Hizb",ET-50,NULL,NULL
"Oromiya",ET-51,NULL,NULL
"Somali",ET-07,NULL,NULL
"Southern",ET-11,NULL,NULL
"Sumale",ET-52,NULL,NULL
"Tigray",ET-12,13.66666700000,39.68333300000
"YeDebub Biheroch Bihereseboch na Hizboch",ET-54,NULL,NULL
"Eastern Finland",FI-14,NULL,NULL
"Lapland",FI-06,NULL,NULL
"Oulu",FI-08,NULL,NULL
"Southern Finland",FI-13,NULL,NULL
"Western Finland",FI-15,NULL,NULL
"Central",FJ-01,NULL,NULL
"Eastern",FJ-02,NULL,NULL
"Northern",FJ-03,NULL,NULL
"Rotuma",FJ-04,-12.50000000000,177.08333300000
"Western",FJ-05,NULL,NULL
"Chuuk",FM-03,NULL,NULL
"Kosrae",FM-01,NULL,NULL
"Pohnpei",FM-02,NULL,NULL
"Yap",FM-04,NULL,NULL
"Alsace",FR-C1,NULL,NULL
"Aquitaine",FR-97,NULL,NULL
"Auvergne",FR-98,NULL,NULL
"Basse-Normandie",FR-99,NULL,NULL
"Bourgogne",FR-A1,NULL,NULL
"Bretagne",FR-A2,NULL,NULL
"Centre",FR-A3,NULL,NULL
"Champagne-Ardenne",FR-A4,NULL,NULL
"Corse",FR-A5,NULL,NULL
"Franche-Comte",FR-A6,NULL,NULL
"Haute-Normandie",FR-A7,NULL,NULL
"Ile-de-France",FR-A8,NULL,NULL
"Languedoc-Roussillon",FR-A9,NULL,NULL
"Limousin",FR-B1,NULL,NULL
"Lorraine",FR-B2,NULL,NULL
"Midi-Pyrenees",FR-B3,NULL,NULL
"Nord-Pas-de-Calais",FR-B4,NULL,NULL
"Pays de la Loire",FR-B5,NULL,NULL
"Picardie",FR-B6,NULL,NULL
"Poitou-Charentes",FR-B7,NULL,NULL
"Provence-Alpes-Cote d'Azur",FR-B8,NULL,NULL
"Rhone-Alpes",FR-B9,NULL,NULL
"Estuaire",GA-01,NULL,NULL
"Haut-Ogooue",GA-02,-1.15833300000,13.62500000000
"Moyen-Ogooue",GA-03,-0.46034500000,10.51814800000
"Ngounie",GA-04,-1.80105600000,11.24608500000
"Nyanga",GA-05,-3.08333400000,10.88955900000
"Ogooue-Ivindo",GA-06,0.34195300000,12.85768500000
"Ogooue-Lolo",GA-07,-0.93731900000,12.60437000000
"Ogooue-Maritime",GA-08,NULL,NULL
"Woleu-Ntem",GA-09,1.25893100000,11.82500000000
"Aberdeen City",GB-T5,NULL,NULL
"Aberdeenshire",GB-T6,NULL,NULL
"Angus",GB-T7,NULL,NULL
"Antrim",GB-Q6,NULL,NULL
"Ards",GB-Q7,NULL,NULL
"Argyll and Bute",GB-T8,NULL,NULL
"Armagh",GB-Q8,NULL,NULL
"Avon",GB-01,51.41479200000,-2.60152500000
"Ballymena",GB-Q9,NULL,NULL
"Ballymoney",GB-R1,NULL,NULL
"Banbridge",GB-R2,NULL,NULL
"Barking and Dagenham",GB-A1,NULL,NULL
"Barnet",GB-A2,NULL,NULL
"Barnsley",GB-A3,NULL,NULL
"Bath and North East Somerset",GB-A4,NULL,NULL
"Bedfordshire",GB-A5,NULL,NULL
"Belfast",GB-R3,NULL,NULL
"Berkshire",GB-03,NULL,NULL
"Bexley",GB-A6,NULL,NULL
"Birmingham",GB-A7,NULL,NULL
"Blackburn with Darwen",GB-A8,NULL,NULL
"Blackpool",GB-A9,NULL,NULL
"Blaenau Gwent",GB-X2,NULL,NULL
"Bolton",GB-B1,NULL,NULL
"Bournemouth",GB-B2,NULL,NULL
"Bracknell Forest",GB-B3,NULL,NULL
"Bradford",GB-B4,NULL,NULL
"Brent",GB-B5,NULL,NULL
"Bridgend",GB-X3,NULL,NULL
"Brighton and Hove",GB-B6,NULL,NULL
"Bristol, City of",GB-B7,NULL,NULL
"Bromley",GB-B8,NULL,NULL
"Buckinghamshire",GB-B9,NULL,NULL
"Bury",GB-C1,NULL,NULL
"Caerphilly",GB-X4,NULL,NULL
"Calderdale",GB-C2,NULL,NULL
"Cambridgeshire",GB-C3,NULL,NULL
"Camden",GB-C4,NULL,NULL
"Cardiff",GB-X5,NULL,NULL
"Carmarthenshire",GB-X7,NULL,NULL
"Carrickfergus",GB-R4,NULL,NULL
"Castlereagh",GB-R5,NULL,NULL
"Central",GB-79,54.96932000000,-1.61565500000
"Ceredigion",GB-X6,NULL,NULL
"Cheshire",GB-C5,NULL,NULL
"Clackmannanshire",GB-U1,NULL,NULL
"Cleveland",GB-07,54.52557900000,-1.18965100000
"Clwyd",GB-90,NULL,NULL
"Coleraine",GB-R6,NULL,NULL
"Conwy",GB-X8,NULL,NULL
"Cookstown",GB-R7,NULL,NULL
"Cornwall",GB-C6,NULL,NULL
"Coventry",GB-C7,NULL,NULL
"Craigavon",GB-R8,NULL,NULL
"Croydon",GB-C8,NULL,NULL
"Cumbria",GB-C9,NULL,NULL
"Darlington",GB-D1,NULL,NULL
"Denbighshire",GB-X9,NULL,NULL
"Derby",GB-D2,NULL,NULL
"Derbyshire",GB-D3,NULL,NULL
"Derry",GB-S6,NULL,NULL
"Devon",GB-D4,NULL,NULL
"Doncaster",GB-D5,NULL,NULL
"Dorset",GB-D6,NULL,NULL
"Down",GB-R9,NULL,NULL
"Dudley",GB-D7,NULL,NULL
"Dumfries and Galloway",GB-U2,NULL,NULL
"Dundee City",GB-U3,NULL,NULL
"Dungannon",GB-S1,NULL,NULL
"Durham",GB-D8,NULL,NULL
"Dyfed",GB-91,52.12964200000,-4.35774600000
"Ealing",GB-D9,NULL,NULL
"East Ayrshire",GB-U4,NULL,NULL
"East Dunbartonshire",GB-U5,NULL,NULL
"East Lothian",GB-U6,NULL,NULL
"East Renfrewshire",GB-U7,NULL,NULL
"East Riding of Yorkshire",GB-E1,NULL,NULL
"East Sussex",GB-E2,NULL,NULL
"Edinburgh, City of",GB-U8,NULL,NULL
"Eilean Siar",GB-W8,NULL,NULL
"Enfield",GB-E3,NULL,NULL
"Essex",GB-E4,NULL,NULL
"Falkirk",GB-U9,NULL,NULL
"Fermanagh",GB-S2,NULL,NULL
"Fife",GB-V1,NULL,NULL
"Flintshire",GB-Y1,NULL,NULL
"Gateshead",GB-E5,NULL,NULL
"Glasgow City",GB-V2,NULL,NULL
"Gloucestershire",GB-E6,NULL,NULL
"Grampian",GB-82,52.87985000000,-1.49550500000
"Greater London",GB-17,NULL,NULL
"Greater Manchester",GB-18,53.44236200000,-2.23348000000
"Greenwich",GB-E7,NULL,NULL
"Gwent",GB-92,51.77414700000,-3.00679700000
"Gwynedd",GB-Y2,NULL,NULL
"Hackney",GB-E8,NULL,NULL
"Halton",GB-E9,NULL,NULL
"Hammersmith and Fulham",GB-F1,NULL,NULL
"Hampshire",GB-F2,NULL,NULL
"Haringey",GB-F3,NULL,NULL
"Harrow",GB-F4,NULL,NULL
"Hartlepool",GB-F5,NULL,NULL
"Havering",GB-F6,NULL,NULL
"Hereford and Worcester",GB-20,52.13427700000,-2.45017400000
"Herefordshire",GB-F7,NULL,NULL
"Hertford",GB-F8,NULL,NULL
"Highland",GB-V3,NULL,NULL
"Hillingdon",GB-F9,NULL,NULL
"Hounslow",GB-G1,NULL,NULL
"Humberside",GB-22,53.58309300000,-0.34901300000
"Inverclyde",GB-V4,NULL,NULL
"Isle of Anglesey",GB-X1,NULL,NULL
"Isle of Wight",GB-G2,NULL,NULL
"Islington",GB-G3,NULL,NULL
"Kensington and Chelsea",GB-G4,NULL,NULL
"Kent",GB-G5,NULL,NULL
"Kingston upon Hull, City of",GB-G6,NULL,NULL
"Kingston upon Thames",GB-G7,NULL,NULL
"Kirklees",GB-G8,NULL,NULL
"Knowsley",GB-G9,NULL,NULL
"Lambeth",GB-H1,NULL,NULL
"Lancashire",GB-H2,NULL,NULL
"Larne",GB-S3,NULL,NULL
"Leeds",GB-H3,NULL,NULL
"Leicester",GB-H4,NULL,NULL
"Leicestershire",GB-H5,NULL,NULL
"Lewisham",GB-H6,NULL,NULL
"Limavady",GB-S4,NULL,NULL
"Lincolnshire",GB-H7,NULL,NULL
"Lisburn",GB-S5,NULL,NULL
"Liverpool",GB-H8,NULL,NULL
"London, City of",GB-H9,NULL,NULL
"Lothian",GB-84,55.88668600000,-3.60893900000
"Luton",GB-I1,NULL,NULL
"Magherafelt",GB-S7,NULL,NULL
"Manchester",GB-I2,NULL,NULL
"Medway",GB-I3,NULL,NULL
"Merseyside",GB-28,NULL,NULL
